Question,Answer,Answer choices,Start timestamp,End timestamp,Known start timestamp,Known end timestamp,Question type
Does Oliver Dowden hold government position Chairman of the Conservative Party?,yes,,2021-09-15T00:00:00Z,2022-06-24T00:00:00Z,2021-09-16T00:00:00Z,2023-05-01T00:00:00Z,position held
Does Oliver Dowden hold government position Chairman of the Conservative Party?,no,,2022-06-24T00:00:00Z,,2023-05-01 00:00:00,,position held
What government position does Stuart Anderson hold?,Vice-Chamberlain of the Household,,2023-11-14T00:00:00Z,2024-04-25T19:00:32Z,2023-11-01T00:00:00Z,,position held
Does Stuart Anderson hold government position Vice-Chamberlain of the Household?,yes,,2023-11-14T00:00:00Z,2024-04-25T19:00:32Z,2023-11-01T00:00:00Z,,position held
Does Stuart Anderson hold government position Vice-Chamberlain of the Household?,no,,,2023-11-14T00:00:00Z,,2023-11-01T00:00:00Z,position held
What government position does Arooj Shah hold?,member of Oldham Metropolitan Borough Council,,2023-05-04T00:00:00Z,2024-04-25T19:00:32Z,2023-05-01T00:00:00Z,,position held
Does Arooj Shah hold government position member of Oldham Metropolitan Borough Council?,yes,,2023-05-04T00:00:00Z,2024-04-25T19:00:32Z,2023-05-01T00:00:00Z,,position held
Does Arooj Shah hold government position member of Oldham Metropolitan Borough Council?,no,,,2023-05-04T00:00:00Z,,2023-05-01T00:00:00Z,position held
What government position does Andrew Zwicker hold?,Member of the State Senate of New Jersey,,2022-01-11T00:00:00Z,2024-04-25T19:00:32Z,2022-02-17T00:00:00Z,,position held
Does Andrew Zwicker hold government position Member of the State Senate of New Jersey?,yes,,2022-01-11T00:00:00Z,2024-04-25T19:00:32Z,2022-02-17T00:00:00Z,,position held
Does Andrew Zwicker hold government position Member of the State Senate of New Jersey?,no,,,2022-01-11T00:00:00Z,,2022-02-17T00:00:00Z,position held
What government position does Eric Kenny hold?,Commander of the Royal Canadian Air Force,,2022-08-12T00:00:00Z,2024-04-25T19:00:32Z,2022-08-12T00:00:00Z,,position held
Does Eric Kenny hold government position Commander of the Royal Canadian Air Force?,yes,,2022-08-12T00:00:00Z,2024-04-25T19:00:32Z,2022-08-12T00:00:00Z,,position held
Does Eric Kenny hold government position Commander of the Royal Canadian Air Force?,no,,,2022-08-12T00:00:00Z,,2022-08-12T00:00:00Z,position held
What government position does Mark O'Toole hold?,Roman Catholic Archbishop of Cardiff Roman Catholic Archdiocese of Cardiff,,2022-04-27T00:00:00Z,2024-04-25T19:00:32Z,2023-05-01T00:00:00Z,,position held
Does Mark O'Toole hold government position Roman Catholic Archbishop of Cardiff Roman Catholic Archdiocese of Cardiff?,yes,,2022-04-27T00:00:00Z,2024-04-25T19:00:32Z,2023-05-01T00:00:00Z,,position held
Does Mark O'Toole hold government position Roman Catholic Archbishop of Cardiff Roman Catholic Archdiocese of Cardiff?,no,,,2022-04-27T00:00:00Z,,2023-05-01T00:00:00Z,position held
What government position does Moe Maestas hold?,Member of the New Mexico House of Representatives,,2007-01-01T00:00:00Z,2022-11-16T00:00:00Z,2017-03-18T00:00:00Z,2022-11-16T00:00:00Z,position held
Does Moe Maestas hold government position Member of the New Mexico House of Representatives?,yes,,2007-01-01T00:00:00Z,2022-11-16T00:00:00Z,2017-03-18T00:00:00Z,2022-11-16T00:00:00Z,position held
Does Moe Maestas hold government position Member of the New Mexico House of Representatives?,no,,2022-11-16T00:00:00Z,,2022-11-16 00:00:00,,position held
What government position does Stuart Anderson hold?,Assistant Government Whip,,2022-07-08T00:00:00Z,2023-02-07T00:00:00Z,2022-11-01T00:00:00Z,2023-02-14T00:00:00Z,position held
Does Stuart Anderson hold government position Assistant Government Whip?,yes,,2022-07-08T00:00:00Z,2023-02-07T00:00:00Z,2022-11-01T00:00:00Z,2023-02-14T00:00:00Z,position held
Does Stuart Anderson hold government position Assistant Government Whip?,no,,2023-02-07T00:00:00Z,,2023-02-14 00:00:00,,position held
What government position does Eric Kenny hold?,military commander 1 Canadian Air Division,,2020-07-01T00:00:00Z,2022-08-12T00:00:00Z,2020-08-01T00:00:00Z,2022-08-12T00:00:00Z,position held
Does Eric Kenny hold government position military commander 1 Canadian Air Division?,yes,,2020-07-01T00:00:00Z,2022-08-12T00:00:00Z,2020-08-01T00:00:00Z,2022-08-12T00:00:00Z,position held
Does Eric Kenny hold government position military commander 1 Canadian Air Division?,no,,2022-08-12T00:00:00Z,,2022-08-12 00:00:00,,position held
What government position does Arooj Shah hold?,leader of Oldham Metropolitan Borough Council,,2021-05-19T00:00:00Z,2022-05-05T00:00:00Z,2021-10-01T00:00:00Z,2023-05-01T00:00:00Z,position held
Does Arooj Shah hold government position leader of Oldham Metropolitan Borough Council?,yes,,2021-05-19T00:00:00Z,2022-05-05T00:00:00Z,2021-10-01T00:00:00Z,2023-05-01T00:00:00Z,position held
Does Arooj Shah hold government position leader of Oldham Metropolitan Borough Council?,no,,2022-05-05T00:00:00Z,,2023-05-01 00:00:00,,position held
What government position does Gordon M. Johnson hold?,Member of the State Senate of New Jersey,,2022-01-11T00:00:00Z,2024-04-25T19:00:32Z,2022-06-01T00:00:00Z,,position held
Does Gordon M. Johnson hold government position Member of the State Senate of New Jersey?,yes,,2022-01-11T00:00:00Z,2024-04-25T19:00:32Z,2022-06-01T00:00:00Z,,position held
Does Gordon M. Johnson hold government position Member of the State Senate of New Jersey?,no,,,2022-01-11T00:00:00Z,,2022-06-01T00:00:00Z,position held
What government position does Murray Watt hold?,Australian Minister for Agriculture,,2022-05-23T00:00:00Z,2024-04-25T19:00:32Z,2022-06-01T00:00:00Z,,position held
Does Murray Watt hold government position Australian Minister for Agriculture?,yes,,2022-05-23T00:00:00Z,2024-04-25T19:00:32Z,2022-06-01T00:00:00Z,,position held
What government position does William S. Cogswell Jr. hold?,"Mayor of Charleston, South Carolina",,2024-01-08T00:00:00Z,2024-04-25T19:00:32Z,2024-01-01T00:00:00Z,,position held
"Does William S. Cogswell Jr. hold government position Mayor of Charleston, South Carolina?",yes,,2024-01-08T00:00:00Z,2024-04-25T19:00:32Z,2024-01-01T00:00:00Z,,position held
"Does William S. Cogswell Jr. hold government position Mayor of Charleston, South Carolina?",no,,,2024-01-08T00:00:00Z,,2024-01-01T00:00:00Z,position held
What government position does David W. Allvin hold?,Vice Chief of Staff of the United States Air Force,,2020-11-16T00:00:00Z,2023-11-02T00:00:00Z,2021-10-03T00:00:00Z,2023-11-01T00:00:00Z,position held
Does David W. Allvin hold government position Vice Chief of Staff of the United States Air Force?,yes,,2020-11-16T00:00:00Z,2023-11-02T00:00:00Z,2021-10-03T00:00:00Z,2023-11-01T00:00:00Z,position held
Does David W. Allvin hold government position Vice Chief of Staff of the United States Air Force?,no,,2023-11-02T00:00:00Z,,2023-11-01 00:00:00,,position held
What government position does Mark Dreyfus hold?,Attorney-General for Australia,,2022-05-23T00:00:00Z,2024-04-25T19:00:32Z,2022-07-02T00:00:00Z,,position held
Does Mark Dreyfus hold government position Attorney-General for Australia?,yes,,2022-05-23T00:00:00Z,2024-04-25T19:00:32Z,2022-07-02T00:00:00Z,,position held
What government position does Aftab Pureval hold?,court clerk Hamilton County,,2017-01-03T00:00:00Z,2022-01-04T00:00:00Z,2021-02-01T00:00:00Z,2022-01-01T00:00:00Z,position held
Does Aftab Pureval hold government position court clerk Hamilton County?,yes,,2017-01-03T00:00:00Z,2022-01-04T00:00:00Z,2021-02-01T00:00:00Z,2022-01-01T00:00:00Z,position held
Does Aftab Pureval hold government position court clerk Hamilton County?,no,,2022-01-04T00:00:00Z,,2022-01-01 00:00:00,,position held
What government position does Paul Scully hold?,"Minister for Small Business, Consumers and Corporate Responsibility",,2020-02-13T00:00:00Z,2022-07-08T00:00:00Z,2022-05-01T00:00:00Z,2022-11-01T00:00:00Z,position held
"Does Paul Scully hold government position Minister for Small Business, Consumers and Corporate Responsibility?",yes,,2020-02-13T00:00:00Z,2022-07-08T00:00:00Z,2022-05-01T00:00:00Z,2022-11-01T00:00:00Z,position held
"Does Paul Scully hold government position Minister for Small Business, Consumers and Corporate Responsibility?",no,,2022-07-08T00:00:00Z,,2022-11-01 00:00:00,,position held
What government position does Charles III of the United Kingdom hold?,Head of the Commonwealth,,2022-09-08T00:00:00Z,2024-04-25T19:00:32Z,2022-10-01T00:00:00Z,,position held
Does Charles III of the United Kingdom hold government position Head of the Commonwealth?,yes,,2022-09-08T00:00:00Z,2024-04-25T19:00:32Z,2022-10-01T00:00:00Z,,position held
What government position does Charles III of the United Kingdom hold?,monarch of the United Kingdom,,2022-09-08T00:00:00Z,2024-04-25T19:00:32Z,2022-09-01T00:00:00Z,,position held
Does Charles III of the United Kingdom hold government position monarch of the United Kingdom?,yes,,2022-09-08T00:00:00Z,2024-04-25T19:00:32Z,2022-09-01T00:00:00Z,,position held
What government position does Aftab Pureval hold?,"mayor of Cincinnati, Ohio",,2022-01-04T00:00:00Z,2024-04-25T19:00:32Z,2022-01-01T00:00:00Z,,position held
"Does Aftab Pureval hold government position mayor of Cincinnati, Ohio?",yes,,2022-01-04T00:00:00Z,2024-04-25T19:00:32Z,2022-01-01T00:00:00Z,,position held
"Does Aftab Pureval hold government position mayor of Cincinnati, Ohio?",no,,,2022-01-04T00:00:00Z,,2022-01-01T00:00:00Z,position held
What government position does Laurie Leshin hold?,university president Worcester Polytechnic Institute,,2014-07-01T00:00:00Z,2022-05-01T00:00:00Z,2022-02-01T00:00:00Z,2022-08-01T00:00:00Z,position held
Does Laurie Leshin hold government position university president Worcester Polytechnic Institute?,yes,,2014-07-01T00:00:00Z,2022-05-01T00:00:00Z,2022-02-01T00:00:00Z,2022-08-01T00:00:00Z,position held
Does Laurie Leshin hold government position university president Worcester Polytechnic Institute?,no,,2022-05-01T00:00:00Z,,2022-08-01 00:00:00,,position held
What government position does Laurie Leshin hold?,director Jet Propulsion Laboratory,,2022-05-16T00:00:00Z,2024-04-25T19:00:32Z,2022-08-01T00:00:00Z,,position held
Does Laurie Leshin hold government position director Jet Propulsion Laboratory?,yes,,2022-05-16T00:00:00Z,2024-04-25T19:00:32Z,2022-08-01T00:00:00Z,,position held
Does Laurie Leshin hold government position director Jet Propulsion Laboratory?,no,,,2022-05-16T00:00:00Z,,2022-08-01T00:00:00Z,position held
What government position does Troy E. Black hold?,Senior Enlisted Advisor to the Chairman,,2023-01-01T00:00:00Z,2024-04-25T19:00:32Z,2023-07-01T00:00:00Z,,position held
Does Troy E. Black hold government position Senior Enlisted Advisor to the Chairman?,yes,,2023-01-01T00:00:00Z,2024-04-25T19:00:32Z,2023-07-01T00:00:00Z,,position held
Does Troy E. Black hold government position Senior Enlisted Advisor to the Chairman?,no,,,2023-01-01T00:00:00Z,,2023-07-01T00:00:00Z,position held
What government position does Sheng Thao hold?,council member Oakland City Council,,2018-01-01T00:00:00Z,2023-01-09T00:00:00Z,2019-03-01T00:00:00Z,2023-01-01T00:00:00Z,position held
Does Sheng Thao hold government position council member Oakland City Council?,yes,,2018-01-01T00:00:00Z,2023-01-09T00:00:00Z,2019-03-01T00:00:00Z,2023-01-01T00:00:00Z,position held
Does Sheng Thao hold government position council member Oakland City Council?,no,,2023-01-09T00:00:00Z,,2023-01-01 00:00:00,,position held
What government position does Charles III of the United Kingdom hold?,monarch of Papua New Guinea,,2022-09-08T00:00:00Z,2024-04-25T19:00:32Z,2022-09-01T00:00:00Z,,position held
Does Charles III of the United Kingdom hold government position monarch of Papua New Guinea?,yes,,2022-09-08T00:00:00Z,2024-04-25T19:00:32Z,2022-09-01T00:00:00Z,,position held
What government position does Andrew Zwicker hold?,Member of the New Jersey General Assembly,,2020-01-14T00:00:00Z,2022-01-11T00:00:00Z,2021-02-01T00:00:00Z,2022-02-17T00:00:00Z,position held
Does Andrew Zwicker hold government position Member of the New Jersey General Assembly?,yes,,2020-01-14T00:00:00Z,2022-01-11T00:00:00Z,2021-02-01T00:00:00Z,2022-02-17T00:00:00Z,position held
Does Andrew Zwicker hold government position Member of the New Jersey General Assembly?,no,,2022-01-11T00:00:00Z,,2022-02-17 00:00:00,,position held
What government position does Dileeni Daniel-Selvaratnam hold?,Governor of Anguilla,,2021-01-18T00:00:00Z,2023-06-01T00:00:00Z,2021-01-19T00:00:00Z,2023-06-29T00:00:00Z,position held
Does Dileeni Daniel-Selvaratnam hold government position Governor of Anguilla?,yes,,2021-01-18T00:00:00Z,2023-06-01T00:00:00Z,2021-01-19T00:00:00Z,2023-06-29T00:00:00Z,position held
Does Dileeni Daniel-Selvaratnam hold government position Governor of Anguilla?,no,,2023-06-01T00:00:00Z,,2023-06-29 00:00:00,,position held
What government position does Dileeni Daniel-Selvaratnam hold?,Governor of the Turks and Caicos Islands,,2023-06-29T00:00:00Z,2024-04-25T19:00:32Z,2023-06-29T00:00:00Z,,position held
Does Dileeni Daniel-Selvaratnam hold government position Governor of the Turks and Caicos Islands?,yes,,2023-06-29T00:00:00Z,2024-04-25T19:00:32Z,2023-06-29T00:00:00Z,,position held
Does Dileeni Daniel-Selvaratnam hold government position Governor of the Turks and Caicos Islands?,no,,,2023-06-29T00:00:00Z,,2023-06-29T00:00:00Z,position held
What government position does Alex Chalk hold?,Lord Chancellor,,2023-04-21T00:00:00Z,2024-04-25T19:00:32Z,2023-05-01T00:00:00Z,,position held
Does Alex Chalk hold government position Lord Chancellor?,yes,,2023-04-21T00:00:00Z,2024-04-25T19:00:32Z,2023-05-01T00:00:00Z,,position held
Does Alex Chalk hold government position Lord Chancellor?,no,,,2023-04-21T00:00:00Z,,2023-05-01T00:00:00Z,position held
What government position does Christopher J. Coyne hold?,coadjutor archbishop Roman Catholic Archdiocese of Hartford,,2023-06-26T00:00:00Z,2024-04-25T19:00:32Z,2023-07-01T00:00:00Z,,position held
Does Christopher J. Coyne hold government position coadjutor archbishop Roman Catholic Archdiocese of Hartford?,yes,,2023-06-26T00:00:00Z,2024-04-25T19:00:32Z,2023-07-01T00:00:00Z,,position held
Does Christopher J. Coyne hold government position coadjutor archbishop Roman Catholic Archdiocese of Hartford?,no,,,2023-06-26T00:00:00Z,,2023-07-01T00:00:00Z,position held
What government position does Natalio D. Wheatley hold?,Deputy Premier of the British Virgin Islands,,2020-08-07T00:00:00Z,2022-05-05T00:00:00Z,2020-08-01T00:00:00Z,2022-05-05T00:00:00Z,position held
Does Natalio D. Wheatley hold government position Deputy Premier of the British Virgin Islands?,yes,,2020-08-07T00:00:00Z,2022-05-05T00:00:00Z,2020-08-01T00:00:00Z,2022-05-05T00:00:00Z,position held
Does Natalio D. Wheatley hold government position Deputy Premier of the British Virgin Islands?,no,,2022-05-05T00:00:00Z,,2022-05-05 00:00:00,,position held
What government position does Natalio D. Wheatley hold?,Premier of the Virgin Islands,,2022-05-05T00:00:00Z,2024-04-25T19:00:32Z,2022-05-05T00:00:00Z,,position held
Does Natalio D. Wheatley hold government position Premier of the Virgin Islands?,yes,,2022-05-05T00:00:00Z,2024-04-25T19:00:32Z,2022-05-05T00:00:00Z,,position held
Does Natalio D. Wheatley hold government position Premier of the Virgin Islands?,no,,,2022-05-05T00:00:00Z,,2022-05-05T00:00:00Z,position held
What government position does Alex Chalk hold?,Minister of State for Defence Procurement,,2022-10-26T00:00:00Z,2023-04-21T00:00:00Z,2022-11-01T00:00:00Z,2023-05-01T00:00:00Z,position held
Does Alex Chalk hold government position Minister of State for Defence Procurement?,yes,,2022-10-26T00:00:00Z,2023-04-21T00:00:00Z,2022-11-01T00:00:00Z,2023-05-01T00:00:00Z,position held
Does Alex Chalk hold government position Minister of State for Defence Procurement?,no,,,2022-10-26T00:00:00Z,,2022-11-01T00:00:00Z,position held
What government position does Chuck Gray hold?,member of the Wyoming House of Representatives,,2017-01-10T00:00:00Z,2023-01-02T00:00:00Z,2021-11-01T00:00:00Z,2023-01-01T00:00:00Z,position held
Does Chuck Gray hold government position member of the Wyoming House of Representatives?,yes,,2017-01-10T00:00:00Z,2023-01-02T00:00:00Z,2021-11-01T00:00:00Z,2023-01-01T00:00:00Z,position held
