subjectLabel,propertyLabel,objectLabel,startDate,endDate,selected_link,source_date,span,annotator,notes
Stephanie Pollack,employer,United States Department of Transportation,2023-02-01T00:00:00Z,,https://www.bostonglobe.com/2021/01/21/metro/state-transportation-boss-stephanie-pollack-leaving-work-federal-highway-administration/,2021-01-21,"* Former Secretary of State John Kerry, named as a presidential envoy focused on climate change.",5eb7dec5245b8670ff3536f2,
Twitch Interactive,chief executive officer,Dan Clancy,2023-03-01T00:00:00Z,,https://www.bloomberg.com/news/articles/2023-11-09/twitch-ceo-dan-clancy-goes-on-a-cross-country-charm-offensive-in-a-van,11/2023,"* Former Secretary of State John Kerry, named as a presidential envoy focused on climate change.",5eb7dec5245b8670ff3536f2,
World Bank,chairperson,David Malpass,2019-04-09T00:00:00Z,2023-06-01T00:00:00Z,https://siepr.stanford.edu/news/world-bank-president-david-malpass-discusses-crisis-facing-development,10/2022,World Bank President David Malpass discusses the crisis facing development,65abea576ca74c598aef13c3,
National Institute of Standards and Technology,chairperson,James Olthoff,2021-01-01T00:00:00Z,2022-04-01T00:00:00Z,https://www.colorado.edu/today/2021/09/09/jun-ye-wins-breakthrough-prize-fundamental-physics,09/2021,"“We are extremely proud to have Jun Ye on our staff and to have him recognized with a Breakthrough Prize,” said James K. Olthoff, who is currently performing the nonexclusive functions and duties of the under secretary of commerce for standards and technology and director, NIST.",65abea576ca74c598aef13c3,
National Institute of Standards and Technology,chairperson,Laurie E. Locascio,2022-04-19T00:00:00Z,,https://www.nist.gov/news-events/news/2022/04/laurie-locascio-confirmed-17th-nist-director,05/2022,Laurie E. Locascio was sworn in today as the fourth Under Secretary of Commerce for Standards and Technology and the 17th director of the National Institute of Standards and Technology (NIST) by U.S. Secretary of Commerce Gina M. Raimondo.,65abea576ca74c598aef13c3,
Halsey,unmarried partner,Alev Aydin,2020-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.babygaga.com/howhalsey-alev-aydin-co-parent-ender/,01/2022,"It’s been five months since Halsey became a mom, but it appears like the singer is handling co-parenting with their boyfriend, screenwriter Alev Aydin, well.",65abea576ca74c598aef13c3,
Twitch Interactive,chief executive officer,Emmett Shear,2011-08-01T00:00:00Z,2023-03-01T00:00:00Z,https://fortune.com/2018/10/27/twitch-ceo-emmett-shear-streaming-amazon/,11/2018,"Twitch CEO Emmett Shear Talks Live Streaming, Sarcasm, and Amazon Web Services",60730cdbbc89ec27b9cc7acd,
Aftab Pureval,employer,government of Hamilton County,2017-01-03T00:00:00Z,2022-01-04T00:00:00Z,https://www.wtxl.com/syndication/ex-employee-sues-ohio-dem-congressional-candidate-aftab-pureval/article_6fa2c27b-8d87-5af2-a84f-381bd38f8520.html,09/2018,Heitman wants a judge to toss out the contract that terminated her employment at Hamilton County Clerk of Court and required her to stay quiet.,5e89ba09ec9b3364b1fc0bd1,
OpenAI,chief executive officer,Sam Altman,2023-11-22T00:00:00Z,2023-11-17T00:00:00Z,https://www.axios.com/2023/05/16/openai-ceo-sam-altman-artificial-intelligence-congress,2023-05-16,"Lawmakers aired fears Tuesday about the potential misuse of generative AI, peppering OpenAI CEO Sam Altman with questions as he repeatedly said he'd welcome legislation in the space.",60730cdbbc89ec27b9cc7acd,
Freedom Caucus,chairperson,Andy Biggs,2019-10-01T00:00:00Z,2022-01-01T00:00:00Z,https://theintercept.com/2021/01/11/capitol-plot-andy-biggs-paul-gosar/,02/2021,"Freedom Caucus Chair Andy Biggs Helped Plan January 6 Event, Lead Organizer Says",5eb7dec5245b8670ff3536f2,
OpenAI,chief executive officer,Mira Murati,2023-11-17T00:00:00Z,2023-11-19T00:00:00Z,https://www.nytimes.com/2023/11/17/technology/mira-murati-openai.html,12/2023,"For years, Mira Murati has worked behind the scenes at OpenAI, overseeing the development and delivery of revolutionary products such as ChatGPT and DALL-E. Now, she is stepping into the limelight as its interim chief executive.",65abea576ca74c598aef13c3,
Valerie Ashby,employer,Duke University,2015-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://goduke.com/news/2021/5/19/nina-e-king-named-dukes-vice-president-and-director-of-athletics.aspx,06/2021,"""I am excited to work with Nina in this new role,"" added Valerie Ashby, Dean of Duke's Trinity College of Arts and Sciences, who served as vice chair of the search committee",60730cdbbc89ec27b9cc7acd,
United States Conference of Catholic Bishops,chairperson,José Horacio Gómez,2019-11-12T00:00:00Z,2022-11-15T00:00:00Z,https://www.americamagazine.org/politics-society/2020/08/04/catholic-bishops-trump-criticism-praise-usccb,08/2020,"“The killing of George Floyd was senseless and brutal, a sin that cries out to heaven for justice,” said the president of the bishop’s conference, José Horacio Gómez, the archbishop of Los Angeles.",65abea576ca74c598aef13c3,
National Highway Traffic Safety Administration,chairperson,Steven Cliff,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://ww2.arb.ca.gov/about/leadership/hon-steven-s-cliff,11/2022,Dr. Steven Cliff was appointed by CARB as Executive Officer in Summer 2022,64294e2b5234fdc8f81ffe6a,
Pamela A. Smith,employer,United States Park Police,1998-01-01T00:00:00Z,2022-04-30T00:00:00Z,https://www.arkansasonline.com/news/2021/jun/13/smith-credits-city-in-ascent-to-parks-chief/,07/2021,"Pamela Smith was named chief of the United States Parks Police, making her the first African American woman to lead the 230-year-old agency.",64294e2b5234fdc8f81ffe6a,
World Bank,chairperson,Ajaypal Singh Banga,2023-06-02T00:00:00Z,,https://www.inventiva.co.in/trends/ajay-banga-world-the-g20-meeting/,07/2023,Ajay Banga: Attending the G20 Meeting on his first visit to India as president of the World Bank,59b7cbab110131000146620b,
Taylor Swift,unmarried partner,Joe Alwyn,2016-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.seventeen.com/celebrity/music/a34669268/taylor-swift-normalcy-relationship-joe-alwyn-rolling-stone/,12/2020,Taylor Swift Opens Up About How She Has Found “Normalcy” in Her Relationship with Joe Alwyn,5f160514e2a4062d2a0ded58,
Taylor Swift,unmarried partner,Travis Kelce,2023-01-01T00:00:00Z,,https://www.cnn.com/2024/02/19/health/taylor-swift-travis-kelce-engagement-pressure-wellness/index.html,03/2024,Taylor Swift and Travis Kelce only began dating in the summer but already speculation among fans over whether they’ll get engaged is reaching fever pitch.,5f160514e2a4062d2a0ded58,
Cook Islands,head of state,Elizabeth II,1952-02-06T00:00:00Z,2022-09-08T00:00:00Z,https://www.ndtv.com/world-news/all-the-queens-kingdoms-where-did-elizabeth-reign-3328703,09/2022,"Being queen of New Zealand also meant she was the head of state of the Cook Islands and Niue, which are associated states that form part of the wider realm of New Zealand.",5f160514e2a4062d2a0ded58,
Lacey Evans,employer,WWE SmackDown,2023-07-07T00:00:00Z,2023-08-01T00:00:00Z,https://tjrwrestling.net/news/sgt-slaughter-wwe-lacey-evans-military/,07/2023,"When WWE Smackdown star Lacey Evans competes in the ring, she usually wears military-colored gear that shows off her bountiful assets as she does her best to compete in the ring.",5f160514e2a4062d2a0ded58,
BBC Board,chairperson,Elan Closs Stephens,2023-06-27T00:00:00Z,,https://www.independent.co.uk/news/uk/bbc-richard-sharp-dcms-goldman-sachs-b2506558.html,03/2024,"Since then, Dame Elan Closs Stephens has been acting BBC chairwoman.",59b7cbab110131000146620b,
Michelle O'Bonsawin,employer,Supreme Court of Canada,2022-09-01T00:00:00Z,,https://www.scc-csc.ca/judges-juges/bio-eng.aspx?id=michelle-obonsawin,01/2023,"The Honourable Michelle O’Bonsawin is a widely respected member of Canada’s legal community with a distinguished career spanning over 20 years.

Justice O’Bonsawin was appointed to the Ontario Superior Court of Justice in Ottawa in 2017",5f160514e2a4062d2a0ded58,
Haider Ala Hamoudi,employer,University of Pittsburgh School of Law,2007-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.stjohns.edu/news-media/news/2011-10-11/law-school-hosts-symposium-religion-and-bankruptcy,11/2011,"Haider Ala Hamoudi, Associate Professor of Law, University of Pittsburgh School of Law, The Surprising Irrelevance of Islamic Bankruptcy",5f160514e2a4062d2a0ded58,
Matty Healy,unmarried partner,Taylor Swift,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.elle.com/culture/celebrities/a44029483/matt-healy-comment-relationship-with-taylor-swift-the-1975-concert-bbc/,06/2023,It was reported this week by The Sun that Healy and Swift's relationship is progressing very rapidly and that he is even considering moving into her home so they can “spend as much time together as they can.”,5f160514e2a4062d2a0ded58,
Intergovernmental Panel on Climate Change,chairperson,Hoesung Lee,2015-10-06T00:00:00Z,2023-07-28T00:00:00Z,https://www.bbc.com/news/science-environment-34450051,10/2015,"Hoesung Lee of South Korea has been named the new head of the Intergovernmental Panel on Climate Change (IPCC), the UN body tasked with assessing climate science.",5f160514e2a4062d2a0ded58,
Pat Fry,employer,Alpine Formula 1 Team,2020-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.grandprix247.com/2022/02/03/alpine-promote-pat-fry-to-chief-technical-officer/,02/2022,Alpine F1 Team is pleased to announce the promotions of Pat Fry to the role of Chief Technical Officer and Matt Harman as Technical Director.,65845f67f9ed8c08c8e58949,
Kendall Jenner,unmarried partner,Bad Bunny,2023-02-01T00:00:00Z,2023-12-17T00:00:00Z,https://hypebae.com/2023/4/kendall-jenner-ex-devin-booker-bad-bunny-relationship-stance-celebrity-couple,05/2023,"A lot of people disapprove of Kendall Jenner and Bad Bunny‘s relationship, including her ex Devin Booker, apparently.",65845f67f9ed8c08c8e58949,
Carmen Small,employer,Team Visma | Lease a Bike Women,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.teamvismaleaseabike.com/news/news/team-jumbo-visma-women-raises-the-bar-again-in-2022/,2022-01-26,"These include the American Coryn Labecki, race coach Carmen Small and Vacansoleil, the new sponsor on the shirt.",65845f67f9ed8c08c8e58949,
Trinity,employer,WWE,2009-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.eonline.com/news/575225/total-divas-star-trinity-gives-the-scoop-on-making-babies-with-jimmy-uso-her-future-in-the-wwe-and-her-music-career,2014-09-02,WWE Diva Trinity has gone through a lot of change in the past year,65845f67f9ed8c08c8e58949,
Emmett Shear,employer,Twitch Interactive,2006-01-01T00:00:00Z,2023-03-01T00:00:00Z,https://www.geekwire.com/2014/twitch-ceo-says-sold-amazon-maintain-independence/,09/2014,"When the rumor mill heated up about a potential acquisition of online video game streaming website Twitch, Google was the most-discussed suitor. But according to company CEO Emmett Shear",65845f67f9ed8c08c8e58949,
Emmett Shear,employer,OpenAI,2023-11-19T00:00:00Z,2023-11-21T00:00:00Z,https://www.reuters.com/technology/who-is-openais-interim-ceo-emmett-shear-2023-11-20/,12/2023,ChatGPT-maker OpenAI has named ex-Twitch boss Emmett Shear as its interim chief executive officer after the startup ousted former head Sam Altman in a move that rocked the tech industry.,65845f67f9ed8c08c8e58949,
Hacker Dojo,headquarters location,Santa Clara,2016-05-31T00:00:00Z,2022-01-01T00:00:00Z,https://www.svvoice.com/santa-claras-hacker-dojo-celebrates-10-years/,11/2019,While the Hacker Dojo has been around in one form or another since the late 1990s it’s only officially had a place to call home in for the past 10 years. Its latest home is in Santa Clara.,65845f67f9ed8c08c8e58949,
Hacker Dojo,headquarters location,Mountain View,2022-01-01T00:00:00Z,,https://www.mv-voice.com/news/2022/07/26/annual-technology-showcase-highlights-innovation-big-and-small/,2022-07-26,"in April 2022, Hacker Dojo reopened its doors in a new space on Maude Avenue in Mountain View.",65845f67f9ed8c08c8e58949,
David Gaimster,employer,Auckland War Memorial Museum Tāmaki Paenga Hira,2017-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.scoop.co.nz/stories/SC2209/S00034/t-rextended-due-to-popular-demand-rare-real-t-rex-extends-stay-at-auckland-museum.htm,10/2022,"Dr David Gaimster, Chief Executive at Auckland Museum",65845f67f9ed8c08c8e58949,
David Gaimster,employer,South Australian Museum,2023-01-01T00:00:00Z,,https://www.indaily.com.au/news/2023/03/15/new-boss-named-for-sa-museum,04/2023,The SA Museum today said that current Auckland Museum chief executive Dr David Gaimster will move to Adelaide to take up his new role in June.,65845f67f9ed8c08c8e58949,
Tom Stallard,employer,University of Leicester,2007-04-01T00:00:00Z,2022-09-01T00:00:00Z,https://www.dailyexcelsior.com/great-cold-spot-discovered-on-jupiter/,05/2017,"Tom Stallard, Associate Professor at University of Leicester in the UK.",65845f67f9ed8c08c8e58949,
Maryana Iskander,employer,Harambee Youth Employment Accelerator,2013-01-01T00:00:00Z,2022-01-05T00:00:00Z,https://disruptafrica.com/2021/06/23/sa-recruitment-startup-giraffe-acquired-by-harambee-youth-employment-accelerator/,07/2021,Harambee CEO Maryana Iskander.,65845f67f9ed8c08c8e58949,
National Party of Australia,chairperson,David Littleproud,2022-05-30T00:00:00Z,,https://www.abc.net.au/news/2022-05-31/who-is-david-littleproud-new-nationals-leader/101111926,2022-05-30,"David Littleproud
Australian politician
David Kelly Littleproud is an Australian politician who has been the leader of the National Party since May 2022. He has represented the Queensland seat of Maranoa since the d2016 federal election and was a cabinet minister in the Turnbull and Morrison governments",633599d83df1823b08ae2e61,
Jordan Schwartz,employer,World Bank,2019-08-01T00:00:00Z,2023-02-02T00:00:00Z,https://www.worldbank.org/en/news/press-release/2022/11/16/banco-mundial-aprueba-proyecto-franja-costera-de-asuncion,12/2022,"""The World Bank supports Paraguay in its sustainable and inclusive development,"" said Jordan Schwartz, World Bank Director for Argentina, Paraguay and Uruguay. “",633599d83df1823b08ae2e61,
United States Conference of Catholic Bishops,chairperson,Timothy P. Broglio,2022-11-15T00:00:00Z,,https://www.americamagazine.org/faith/2022/11/15/usccb-president-broglio-lori-244148,11/15/2022,Archbishop Timothy P. Broglio of the U.S. Archdiocese for the Military Services was elected on Nov. 15 to a three-year term as president of the U.S. Conference of Catholic Bishops during the bishops’ fall general assembly in Baltimore.,65f9b8af596731ac2060902c,
Valerie Ashby,employer,"University of Maryland, Baltimore County",2022-01-01T00:00:00Z,,https://www.wmar2news.com/news/local-news/umbc-announces-new-president,4/4/2022,"Dr. Valerie Sheares Ashby will start at UMBC on Aug. 1. She is currently dean of Duke University's Trinity College of Arts & Sciences, and will be UMBC's first woman president.",65f9b8af596731ac2060902c,
